,product_id,star_rating,total_votes,helpful_votes,review_body,possentiment,neusentiment,negsentiment,reviews
154,B0051VVOB2,3,3,1,loved this product and got what expected But for some reason doesn connect wifi equipment from Netgear Which really connects with all wifi but netgear Thanks,0.17800000000000002,0.8220000000000001,0.0,loved product expected but reason connect wifi equipment netgear which really connects wifi netgear thanks
155,B0051VVOB2,5,3,2,Best purchase made from Amazon last year read five books since Christmas and can believe how easy And the apps are fantastic,0.195,0.726,0.079,best purchase made amazon last year read five books since christmas believe easy and apps fantastic
156,B00BWYQ9YE,5,0,0,bought this Christmas Gift You just can beat the price this Tablet What Great Deal Thanks,0.418,0.5820000000000001,0.0,bought christmas gift you beat price tablet what great deal thanks
157,B0051VVOB2,1,14,3,The Kindle Fire terrrible Have been very loyal Kindle customer since first came out bought one the first ones started going and purchased the Fire terrible product not intuitive all Tried use the Fire for while but have not been able get use out The only thing good for reading bed that Was that had purchase the standard Kindle reader again That works fine Contacted customer service see they would work through return this terrible product and they are stead fast buyer beware beyond days They will take return and say you can get tradein credit but could You just have send and trust they would the right thing Based experience with them would not trust them have purchased thousands dollars books through the years from Amazon for the Kindle and treated like this terrible would highly recomend going place like Barnes Noble where you can see and touch and use the product and into the store you have problem have never had return problem like this with Barnes Noble cannot believe this policy that the CEO would endorse and would want loyal customer,0.171,0.732,0.09699999999999999,the kindle fire terrrible have loyal kindle customer since first came bought one first ones started going purchased fire terrible product intuitive tried fire able the thing good reading bed was purchase standard kindle reader that works fine contacted customer service see work return terrible product stead fast buyer beware beyond days they take return say tradein credit could you send trust right thing based experience trust purchased thousands dollars books years amazon kindle treated like terrible highly recomend going place like barnes noble see touch product store problem never return problem like barnes noble cannot believe policy ceo endorse want loyal customer
158,B0083PWAPW,5,1,1,really enjoy using kindle instead being tied laptop Its has great features and excellent graphics son was impressed asked for one with for Christmas,0.353,0.647,0.0,really enjoy using kindle instead tied laptop its great features excellent graphics son impressed asked one christmas
159,B0051VVOB2,1,17,3,you receive your Kindle gift you may for trouble will registered the gift giver not you That what happened There was warning box and course the buyer never should have been able click that final button send because Amazon knew could not possible use the Kindle How stupid you get the Kindle gift you will need contact the gift giver and have them register and then you will able register finally was able register but now the Kindle unable contact the server and the Kindle totally non functional Tech support says they will get back within two days and that they are many problems prepared for intense,0.126,0.782,0.092,receive kindle gift may trouble registered gift giver that happened there warning box course buyer never able click final button send amazon knew could possible kindle how stupid kindle gift need contact gift giver register able register finally able register kindle unable contact server kindle totally non functional tech support says back within two days many problems prepared intense
160,B00BWYQ9YE,4,2,2,Love this thing Bought one see would like and about months later wife took trip and broke realized almost couldn live without nice device just watch something from bed for wife Amazon shopping also took our trip Virginia beach the flight was hours but loaded few hours worth StarTrek and Fringe shows and those few hours went fast Also used the hotel with the pre loaded shows Hotel wifi sucks Very happy with calculator app would nice though and the Browser experience could use work But you use read and watch movies shows shop perfect Giving because the app experience the rest the device basically star for our uses though and give star could,0.11699999999999999,0.8440000000000001,0.039,love thing bought one see like months later wife took trip broke realized almost live without nice device watch something bed wife amazon shopping also took trip virginia beach flight hours loaded hours worth startrek fringe shows hours went fast also used hotel pre loaded shows hotel wifi sucks very happy calculator app nice though browser experience could work but read watch movies shows shop perfect giving app experience rest device basically star uses though give star could
161,B0051VVOB2,4,0,0,perfect Kindle only need add microphone and you got all one got Kindle Fire this Christmas and simply love,0.265,0.6629999999999999,0.07200000000000001,perfect kindle need add microphone one kindle fire christmas simply love
162,B00BWYRF7E,4,1,1,Easy use Long lasting charge Great picture quality Camera adequate Would love for more apps available Overall great product though Recommend,0.507,0.493,0.0,easy long lasting charge great picture quality camera adequate would love apps available overall great product though recommend
163,B0083PWAPW,4,0,0,not geek going keep this simple The resolution the Kindle fabulous And like all the features after having used Kindle White paper for years But frankly wish had bought the use this for email Facebook games and sometimes taking notes during meetings The just tad small for purposes Several users commented about the ads The ads the bottom are that not problem However the games made for Kindle Fire have second running through them and THAT annoying would gladly pay for the app eliminate the commercial but that not option,0.09,0.8690000000000001,0.04,geek going keep simple the resolution kindle fabulous and like features used kindle white paper years but frankly wish bought email facebook games sometimes taking notes meetings the tad small purposes several users commented ads the ads bottom problem however games made kindle fire second running that annoying gladly pay app eliminate commercial option
164,B0083PWAPW,5,1,1,bit different than other kindle fire but very convenient mostly use read books use the kindle daily deals and also bookbub com buy discount free books,0.11699999999999999,0.8390000000000001,0.045,bit different kindle fire convenient mostly read books kindle daily deals also bookbub com buy discount free books
165,B0083PWAPW,3,0,0,hard for figure out and use Maybe too old for this kind thing Wish had just got the regular Kindle for books,0.09300000000000001,0.8590000000000001,0.048,hard figure maybe old kind thing wish regular kindle books
166,B0051VVOB2,5,4,3,love does everything was expecting isn IPAD had wanted IPAD would have bought IPAD books are vibrant color the video streaming great just downloaded Bon Apetit magazine and was very impressed with the pages and looks just like the magazine hand except magazines won get piled around the house The only draw back that have wish had like regular Kindle want able buy book anywhere without having hook someone else even own wireless connection,0.223,0.777,0.0,love everything expecting ipad wanted ipad bought ipad books vibrant color video streaming great downloaded bon apetit magazine impressed pages looks like magazine hand except magazines piled around house the draw back wish like regular kindle want able buy book anywhere without hook someone else even wireless connection
167,B0051VVOB2,5,0,0,husband avid reader and this was the perfect gift for him has bad eyesight and you can change the font size and there light can reader with the bedroom lights out downloads hundreds books does not have anywhere get more material loves,0.187,0.762,0.051,husband avid reader perfect gift bad eyesight change font size light reader bedroom lights downloads hundreds books anywhere material loves
168,B0051VVOB2,5,7,3,very responsive and excellent item love the apps and also provide with free apps everyday which usually costs between,0.429,0.5710000000000001,0.0,responsive excellent item love apps also provide free apps everyday usually costs
169,B00BWYQ9YE,4,0,0,met but not noticeably better than the Little faster screen nicer device thinner speakers not good But completely enjoy Great product recommend these everyone can,0.35700000000000004,0.519,0.124,met noticeably better little faster screen nicer device thinner speakers good but completely enjoy great product recommend everyone
170,B0051VVOB2,5,0,0,actually received the Kindle Fire gift from husband The first thing noticed was the weight first felt little too heavy but after while your wrist stops hurting mainly wanted this read books and has its pros and cons The pros reader very easy add bookmarks change pages adjust the screen The cons reader very heavy you are used the kindles and was surprised the screen doesn look the same That was the hardest thing for get over was that didn look like all the other kindles little hard the eyes first but with you being able adjust the screen color and brightness gets better Over all the kindle awesome gave this five stars because all the neat features magazines look this the apps are really cool and actually most are the same iphone And when comes surfing the net visiting websites lot faster than had expected All all this was great buy for affordable price well little money from husband wallet and would highly recommend getting one The hard part now trying get husband and one year old daughter away from Kindle Fire,0.14400000000000002,0.799,0.057,actually received kindle fire gift husband the first thing noticed weight first felt little heavy wrist stops hurting mainly wanted read books pros cons the pros reader easy add bookmarks change pages adjust screen the cons reader heavy used kindles surprised screen look that hardest thing look like kindles little hard eyes first able adjust screen color brightness better over kindle awesome gave five stars neat features magazines look apps really cool actually iphone and comes surfing net visiting websites lot faster expected all great buy affordable price well little money husband wallet highly recommend getting one the hard part trying husband one year old daughter away kindle fire
171,B0083PWAPW,2,3,1,amazon addressed problem and took back unit after days will try another unit see better quality ordered and tried again Unit works okay but cannot use the borrow book month Emailed times asking for help with reply Searched forums first had over would not have gotten this unit Customer service none existent really wanted this work well for wife who loves read but will order another tablet from someone else that has better customer service problems are minor but not being able resolve them turns into dislike for the unit This the first time have been with Amazon,0.177,0.713,0.11,amazon addressed problem took back unit days try another unit see better quality ordered tried unit works okay cannot borrow book month emailed times asking help reply searched forums first gotten unit customer service none existent really wanted work well wife loves read order another tablet someone else better customer service problems minor able resolve turns dislike unit this first time amazon
172,B0083PWAPW,3,3,0,really that this device cannot play videos and games that require Adobe flash player seems RIDICULOUS that this device was without,0.0,0.726,0.27399999999999997,really device cannot play videos games require adobe flash player seems ridiculous device without
173,B0083Q04IQ,2,1,0,Don believe the product hours reading surfing the web watching video not going happen Actual results may vary the most truthful part although based upon results you are going get maybe hours surfing the web watching online video Quite variation With wireless off and screen brightness low can stand have about might able read book for few more hours cell phone has better battery life and even with that feel like constantly carrying power cord and searching for outlet This quite just not that portable also slightly heavier than expected although they were completely honest about the weight about heavy the reading only Kindles such the Kindle Touch the plus side pretty simple with frills and all the basics available such email and web browsing Reading books the screen very and wasn sure would like that The Kindle Fire seems like good deal but beware what you trading for paying that low price wish now that had sprung for better quality tablet with enough battery life that didn constantly have worry about,0.11199999999999999,0.835,0.053,don believe product hours reading surfing web watching video going happen actual results may vary truthful part although based upon results going maybe hours surfing web watching online video quite variation with wireless screen brightness low stand might able read book hours cell phone better battery life even feel like constantly carrying power cord searching outlet this quite portable also slightly heavier expected although completely honest weight heavy reading kindles kindle touch plus side pretty simple frills basics available email web browsing reading books screen sure like the kindle fire seems like good deal beware trading paying low price wish sprung better quality tablet enough battery life constantly worry
174,B0051VVOB2,3,4,1,was super excited get Kindle Fire and have been pleased with the games books and video However was really looking forward using the internet new Kindle since currently use iPhone for Internet access and the screen just too tiny for extensive searches have been extremely with how SLOW the Internet know not just WiFi because the pages load twice fast when use iPhone the WiFi get frustrated that tend just back iPhone for Internet use which since Internet access was one the main reasons got the Kindle Other than that have been very pleased with Kindle Fire,0.087,0.8009999999999999,0.11199999999999999,super excited kindle fire pleased games books video however really looking forward using internet new kindle since currently iphone internet access screen tiny extensive searches extremely slow internet know wifi pages load twice fast iphone wifi frustrated tend back iphone internet since internet access one main reasons kindle other pleased kindle fire
175,B0051VVOB2,5,5,4,husband bought Kindle Fire for Christmas avid book reader and wasn all sure that could make the switch reading from tablet Well love easy download the books and the automatic features such built bookmark etc are great Also because back lit can read bed without disturbing husband turning lamp the perfect size and find myself carrying downstairs the morning check mail while making tea extremely responsive waiting time for boot comes instantly truly mini computer every way can almost everything with that with TouchSmart can wait take trip with lugging six heavy books with last the week And guide books for vacation spots are right there when you want look something want get cover for because believe some them have strap that makes easy hold the Kindle Fire while reading This wonderful item,0.188,0.759,0.053,husband bought kindle fire christmas avid book reader sure could make switch reading tablet well love easy download books automatic features built bookmark etc great also back lit read bed without disturbing husband turning lamp perfect size find carrying downstairs morning check mail making tea extremely responsive waiting time boot comes instantly truly mini computer every way almost everything touchsmart wait take trip lugging six heavy books last week and guide books vacation spots right want look something want cover believe strap makes easy hold kindle fire reading this wonderful item
176,B00BWYQ9YE,5,0,0,GREAT color fast and easy use just not sure about the variety apps doesn have some the apps wanted still though has many choices Everyday still amazed how great the graphics are has loud sound and the mayday button amazing They can help you with anything have never seen anything like this before would totally recommend this product everyone got great price Love,0.32,0.6409999999999999,0.04,great color fast easy sure variety apps apps wanted still though many choices everyday still amazed great graphics loud sound mayday button amazing they help anything never seen anything like totally recommend product everyone great price love
177,B0083PWAPW,5,2,1,The Kindle from last year version that was broken the children With buying the and stop family fights who can use purchased second one and now house quiet,0.0,0.7609999999999999,0.239,the kindle last year version broken children with buying stop family fights purchased second one house quiet
178,B0051VVOB2,1,17,5,Kindle Fire useless outside You are not able get any nor movies support even though you want pay for them Don ever buy this product from AMAZON just their policy ONLY WTF not big client but they just lose one more,0.048,0.74,0.21100000000000002,kindle fire useless outside you able movies support even though want pay don ever buy product amazon policy only wtf big client lose one
179,B0051VVOB2,1,9,1,began writing this review the kindle and finished laptop This was gift and grateful but this kindle has long long way Its extremely type lags bad and half the time videos wont play and will just kick you off pages you were Like said was gift and will continue use but even wife says after using this she wants ipad instead,0.111,0.7240000000000001,0.16399999999999998,began writing review kindle finished laptop this gift grateful kindle long long way its extremely type lags bad half time videos wont play kick pages like said gift continue even wife says using wants ipad instead
180,B0083PWAPW,4,3,0,have bought kindle fire love except for not enough how work want download movies for trips but dont know how see lot buy this and that dont know where,0.094,0.9059999999999999,0.0,bought kindle fire love except enough work want download movies trips dont know see lot buy dont know
181,B0083Q04IQ,5,0,0,Fast shipping and very good product what expected before Would like the business again Thank you,0.251,0.7490000000000001,0.0,fast shipping good product expected would like business thank
182,B00BWYQ9YE,4,0,0,Amazing features would have preferred size maybe bit bigger Thr price was suited for budget You are getting bigger bang for your buck,0.142,0.858,0.0,amazing features preferred size maybe bit bigger thr price suited budget you getting bigger bang buck
183,B0051VVOB2,2,10,2,lifelong techie geek had have kindle fire Pros small and fits purse syncing great and adding addl files Surfing net and the apps finding for free are worthwhile The screen and video are the finest quality Cons cannot adjust volume easily lose Internet when get more than few yards from router got this primarily watch movies the net but get far house useless have iPad and hands down this match the iPad can actually work home with the pad and not the would retun but too lazy Will nice tool kids for fun but serious work for older Indiviuals would easy use,0.127,0.746,0.127,lifelong techie geek kindle fire pros small fits purse syncing great adding addl files surfing net apps finding free worthwhile the screen video finest quality cons cannot adjust volume easily lose internet yards router primarily watch movies net far house useless ipad hands match ipad actually work home pad retun lazy will nice tool kids fun serious work older indiviuals easy
184,B0051VVOB2,5,3,2,Amazon hits home run The Kindle Fire has got one the best values out there was skeptical when wife said she wanted the Fire for Christmas she opened that Amazon could come through for that amount money but they sure did wife has not put down since arrived she let use and even can get around not sure why some the tech experts keep trying compare the ipad not that catagory and wasn meant The few complaints that have read about seem fairly minor haven felt that those are real problems the volume control the off switch can figure out these minor things then anybody should able This one those devices that does exactly what was designed very reasonable price Good Job Amazon,0.10800000000000001,0.8240000000000001,0.068,amazon hits home run the kindle fire one best values skeptical wife said wanted fire christmas opened amazon could come amount money sure wife put since arrived let even around sure tech experts keep trying compare ipad catagory meant the complaints read seem fairly minor felt real problems volume control switch figure minor things anybody able this one devices exactly designed reasonable price good job amazon
185,B00BWYQ9YE,3,0,0,barely month old Kindle has shiny line going down the screen Read that its problem with these annoying but still use and watch Netflix play games and facebook The screen nice and the definitely nice but the screen husband Ipad mini better opinion runs little hot sometimes well,0.266,0.6859999999999999,0.048,barely month old kindle shiny line going screen read problem annoying still watch netflix play games facebook the screen nice definitely nice screen husband ipad mini better opinion runs little hot sometimes well
186,B00BWYQ9YE,4,0,0,love reading with this Had problems finding help learn how most the things Took lots work find answers Also not too many top authors are available Especially with the lower cost downloads Not even their older books are discounted finding some new authors but sadly still have the library for some reading,0.08,0.7959999999999999,0.124,love reading had problems finding help learn things took lots work find answers also many top authors available especially lower cost downloads not even older books discounted finding new authors sadly still library reading
187,B00BWYQ9YE,3,3,1,The movie she can receive the Kindle fire are extremely poor quality They cut and out get better reception Netflix television and better service that get from Amazon prime this Kindle When bought this Kindle was told that was would able connect the Mormon channels and yet able figure out need adapter what needed able watch streaming from the Mormon channels was under the that this had camera that you can take pictures with find out that true very unhappy with this Kindle,0.084,0.826,0.09,the movie receive kindle fire extremely poor quality they cut better reception netflix television better service amazon prime kindle when bought kindle told able connect mormon channels yet able figure need adapter needed able watch streaming mormon channels camera take pictures find true unhappy kindle
188,B00BWYQ9YE,1,1,0,Coming from using Android tablet the interface was different and not nice would have expected Phone makers make nicer interfaced when they customize the Android was also heavier than tablet and the plastic back would flex depending where held The heavier part the tablet would not flex the back felt like something was there The other end would flex and felt empty Just picking holding that side would cause see some people like them could not find that did had keep may have but bought from store and asked was the adds version and they said yes was Got home and updated and there were adds would not have let update may have never gotten adds was not going spend another turn off adds did not have anything regular tablet does not have,0.051,0.915,0.034,coming using android tablet interface different nice expected phone makers make nicer interfaced customize android also heavier tablet plastic back flex depending held the heavier part tablet flex back felt like something the end flex felt empty just picking holding side cause see people like could find keep may bought store asked adds version said yes got home updated adds let update may never gotten adds going spend another turn adds anything regular tablet
189,B0083PWAPW,5,0,0,absolutely thrilled with Kindle and all that does know haven figured out all does chuck full new things finding continue work with,0.152,0.848,0.0,absolutely thrilled kindle know figured chuck full new things finding continue work
190,B00BWYQ9YE,5,0,0,Wonderful device Not only use reader wireless device when browsing and checking mail Clear display,0.231,0.769,0.0,wonderful device not reader wireless device browsing checking mail clear display
191,B0051VVOB2,5,1,1,The Kindle Fire was for friend and she loves has many functions she uses more than her laptop would recommend anyone who wants more for less was easy setup and operate,0.248,0.7020000000000001,0.05,the kindle fire friend loves many functions uses laptop recommend anyone wants less easy setup operate
192,B00BWYQ9YE,5,1,1,easy learn how operate stays charged long time and easy see screen when reading with being able cage screen col,0.212,0.7290000000000001,0.06,easy learn operate stays charged long time easy see screen reading able cage screen col
193,B00BWYQ9YE,5,0,0,enjoying using the Kindle Fire HDX The apps available are great and charges quickly and the battery lasts long time Very enjoyable product very satisfied user,0.32299999999999995,0.574,0.10300000000000001,enjoying using kindle fire hdx the apps available great charges quickly battery lasts long time very enjoyable product satisfied user
194,B0051VVOB2,5,0,0,love this thing Never thought like kindle better than book but this VERY close second sorry waited long get one,0.159,0.735,0.105,love thing never thought like kindle better book very close second sorry waited long one
195,B0083Q04IQ,5,0,0,For the price this the best tablet out there would great had camera but that not really need much want This the second purchased for household,0.175,0.825,0.0,for price best tablet great camera really need much want this second purchased household
196,B0083PWAPW,1,2,2,have had nothing but problems with these kindles not tech idiot and the kindle cannot connect other wireless devices the house with issues Amazon always insists its network Maybe just got bad lot Kindles Would not recommend friends possibly enemies,0.122,0.62,0.257,nothing problems kindles tech idiot kindle cannot connect wireless devices house issues amazon always insists network maybe bad lot kindles would recommend friends possibly enemies
197,B0051VVOB2,4,0,0,Kindle Fire Full Color Multi touch Display bought gift quick setup great device even for novice Great tablet,0.182,0.711,0.107,kindle fire full color multi touch display bought gift quick setup great device even novice great tablet
198,B0051VVOB2,5,0,0,LOVE longer have the book store can just press button have the books want,0.289,0.625,0.086,love longer book store press button books want
199,B0051VVOB2,5,185,24,This kindle fire great for all ages This makes you want read more think ALL parents should buy one gift for anyone this great product THANK YOU AMAZON You Rock,0.42100000000000004,0.532,0.047,this kindle fire great ages this makes want read think all parents buy one gift anyone great product thank you amazon you rock
200,B00BWYQ9YE,2,2,0,thougt would like one the size paperback book was wrong return for Kindle HDX,0.11599999999999999,0.741,0.14400000000000002,thougt like one size paperback book wrong return kindle hdx
201,B0083Q04IQ,5,1,0,shipped fast excellent condition works perfect Good light love the aps love the books love the games love the free stuff,0.142,0.858,0.0,shipped fast excellent condition works perfect good light love aps love books love games love free stuff
202,B0051VVOB2,4,7,3,will the first admit that longtime Apple lover have had many iPods recently got MacBook and iPhone Not mention have been lusting after the iPad since its could not bring myself nor convince husband pay the steep price for tablet Enter the Kindle Fire received Christmas gift and instantly fell love Sure doesn have video camera capability but with all the smartphone technology these days that really necessary for tablet Not humble opinion big reader and like read multiple books the same time this works for that purpose went the beach this past weekend for New Years and read two books the Kindle Fire this weekend Absolutely wonderful And sure beats carrying around stack books that may not get thats for sure Another great benefit the Kindle the iPad the HUGE selection eBooks the Kindle store The majority the times the prices the Kindle store are the iBook store not cheaper sometimes The battery life impressive can few days without charging long keep activity low key like reading checking email Now playing angry birds for hours row like husband did New Years will drain the battery warned Another benefit the apps are lot cheaper the Kindle store than they are the iTunes App store Plants Zombies will run you the iTunes store compared the Kindle Store one many example far the actual Kindle itself its the size paperback novel not too heavy Its very simple use you can easily back and forth between books and the web Email and web browsing are simple use The touch screen technology great with minor delays sometimes but usually not you are looking for tablet thats not steep the iPad dont need video camera capability this the tablet for you Highly deo camera capability this the tablet for you Highly,0.184,0.778,0.039,first admit longtime apple lover many ipods recently macbook iphone not mention lusting ipad since could bring convince husband pay steep price tablet enter kindle fire received christmas gift instantly fell love sure video camera capability smartphone technology days really necessary tablet not humble opinion big reader like read multiple books time works purpose went beach past weekend new years read two books kindle fire weekend absolutely wonderful and sure beats carrying around stack books may thats sure another great benefit kindle ipad huge selection ebooks kindle store the majority times prices kindle store ibook store cheaper sometimes the battery life impressive days without charging long keep activity low key like reading checking email now playing angry birds hours row like husband new years drain battery warned another benefit apps lot cheaper kindle store itunes app store plants zombies run itunes store compared kindle store one many example far actual kindle size paperback novel heavy its simple easily back forth books web email web browsing simple the touch screen technology great minor delays sometimes usually looking tablet thats steep ipad dont need video camera capability tablet highly deo camera capability tablet highly
203,B00BWYQ9YE,5,1,1,love the fact that small and yet can still online love the HELP person that very nice don know all the ins and outs this yet but very useful and will feel,0.271,0.7290000000000001,0.0,love fact small yet still online love help person nice know ins outs yet useful feel
204,B0083PWAPW,5,1,1,have generation Kindle and have read many Books Husband bought Kindle Fire for Birthday and Amazing love,0.233,0.698,0.07,generation kindle read many books husband bought kindle fire birthday amazing love
205,B0083Q04IQ,5,1,1,love the kindle fire have much fun with Not only get read many many great books also get play many fun games,0.433,0.509,0.057999999999999996,love kindle fire much fun not read many many great books also play many fun games
206,B00BWYQ9YE,5,0,0,have been pricing out all the options within limited budget for MONTHS Finally during the Mother Day Sale Amazon offered spread out payments was able upgrade this model and four easy payments all mine far the quality the product great purchased primarily read books always the and only have small time between all read the Kindle and vast selection books always with can think nothing better Since then have also really enjoyed watching movies connected Showtime and HBO accounts watch favorites series playing games and more,0.14400000000000002,0.8220000000000001,0.034,pricing options within limited budget months finally mother day sale amazon offered spread payments able upgrade model four easy payments mine far quality product great purchased primarily read books always small time read kindle vast selection books always think nothing better since also really enjoyed watching movies connected showtime hbo accounts watch favorites series playing games
207,B0083Q04IQ,1,1,0,purchased two Kindle Fires this year for children for Christmas bought them Best Buy They had the Kindle Fire for while the Kindle Fire was stands these are almost unusable for children With the users also purchased banner the bottom younger ones think that those are apps their device Hence they wind purchasing the apps Why would Amazon ruin such great device with this banner and with the ads the lock screen astounded originally bought wife and older daughter Kindle Fire last year They were devices Great the price point was pleased purchased the second generation tablets for younger children this year only surprised and banners all over devices Shameful and probably will turn the tide momentum that Amazon had built Taking both back for Nexus tabs,0.136,0.7979999999999999,0.066,purchased two kindle fires year children christmas bought best buy they kindle fire kindle fire stands almost unusable children with users also purchased banner bottom younger ones think apps device hence wind purchasing apps why amazon ruin great device banner ads lock screen astounded originally bought wife older daughter kindle fire last year they devices great price point pleased purchased second generation tablets younger children year surprised banners devices shameful probably turn tide momentum amazon built taking back nexus tabs
208,B00BWYQ9YE,5,1,1,love this product use daily comes handle for anything you want don have use big computer for most things now,0.193,0.807,0.0,love product daily comes handle anything want big computer things
209,B0083Q04IQ,3,1,0,have not had very good luck with Christmas gift the Kindle Fire The first one that received gift did not charge the battery right had call have another set Now have the new one and does charge but prompt keeps coming saying that not able bring face page and press the start button for seconds For believe could have something much better that works happy with the Kindle Fire but unhappy with how badly functions,0.13699999999999998,0.735,0.128,good luck christmas gift kindle fire the first one received gift charge battery right call another set now new one charge prompt keeps coming saying able bring face page press start button seconds for believe could something much better works happy kindle fire unhappy badly functions
210,B00BWYQ9YE,5,0,0,Clear display fast and easy use wish there was usb port and home screen Not fan the carousel,0.302,0.626,0.07200000000000001,clear display fast easy wish usb port home screen not fan carousel
211,B00BWYQ9YE,5,0,0,Excellent tablet that fulfills all needs for affordable price The picture excellent while more and more apps are now compatible with the kindle,0.29,0.71,0.0,excellent tablet fulfills needs affordable price the picture excellent apps compatible kindle
212,B00BWYQ9YE,5,1,0,adore kindle also have desktop computer and spend much more time the kindle They are awesome,0.325,0.675,0.0,adore kindle also desktop computer spend much time kindle they awesome
213,B0051VVOB2,5,9,5,was originally torn between the new Nook color and the Kindle Fire have one Nook already the house wasn sure wanted another one Christmas drew near and the decision choose next reader weighed mind opted for the Kindle Fire despite the negative criticism has received and very glad did After reviewing the product and using now for week can say with confidence that the Kindle Fire has everything make even the most skeptical consumer happy was just such consumer and was almost mislead the negative press However being free thinker chose the Amazon product because love Amazon and consider myself Amazon Nut The negative complaints about Kindle Fire are not justified todays advanced society The touch screen volume control almost steered toward the Nook but truly has not been issue all the touch screen volume control located and that was serius concern for like the idea physical volume control the side Nook but honestly love the Fire much hasn even had any impact use all The lack external audio and video output well lets face its reader not television but will say that have indeed watched movies already the Fire and love that feature but can access the same content through computer which can hook cell phone and Nintendo Wii why would need hook Kindle Fire don know seems like silly additional expense you ask The picture the screen amazing The touch screen has sufficient sensors despite the negative reviews have had zero issues with the works perfect The security updates seem sufficient and password protection available and should used The brightnss level not issue saw someme complaints about being too bright night bed well too bright even its loewest setting then change the background from white black simple fix The battery complaint had truly worried because long lasting battery necessary with such item but keep brightness turned down pretty low and have used for hours straight playing games apps watching movies reading emails and course reading books and battery has never drained itself have complaints with the battery life brightness the device The Kindle Fire awesome just love nutshell all the negative criticism the weeks before Christmas had worried but stuck with Amazons reputation for greatness and made that single Christmas request this year was not and not the least fact most the criticisms read about don hold water The security issues YES were critical agree but they have been addressed are the KINDLE FIRE say for was very skeptical but trusted the Amazon reputation and have not been the least household with both Nook Color and now Kindle Fire can honestly say would choose the Kindle Fire again tomorrow over any other reader out there Thank you Amazon What great product,0.21600000000000003,0.679,0.105,originally torn new nook color kindle fire one nook already house sure wanted another one christmas drew near decision choose next reader weighed mind opted kindle fire despite negative criticism received glad after reviewing product using week say confidence kindle fire everything make even skeptical consumer happy consumer almost mislead negative press however free thinker chose amazon product love amazon consider amazon nut the negative complaints kindle fire justified todays advanced society the touch screen volume control almost steered toward nook truly issue touch screen volume control located serius concern like idea physical volume control side nook honestly love fire much even impact the lack external audio video output well lets face reader television say indeed watched movies already fire love feature access content computer hook cell phone nintendo wii need hook kindle fire know seems like silly additional expense ask the picture screen amazing the touch screen sufficient sensors despite negative reviews zero issues works perfect the security updates seem sufficient password protection available used the brightnss level issue saw someme complaints bright night bed well bright even loewest setting change background white black simple fix the battery complaint truly worried long lasting battery necessary item keep brightness turned pretty low used hours straight playing games apps watching movies reading emails course reading books battery never drained complaints battery life brightness device the kindle fire awesome love nutshell negative criticism weeks christmas worried stuck amazons reputation greatness made single christmas request year least fact criticisms read hold water the security issues yes critical agree addressed kindle fire say skeptical trusted amazon reputation least household nook color kindle fire honestly say choose kindle fire tomorrow reader thank amazon what great product
214,B0051VVOB2,4,0,0,purchased Kindle Fire for myself and Kindle for Mother wanted the added perks fire music video etc far good like the touch screen and the simplicity the fire have not mastered all yet but far have not had any problems learning what have done far only problem that the difference the weight the fire compared the kindle wish the fire was little lighter like the fact that fire totally wireless and plugs into electrical outlet instead having plug into the computer Now husband wants one his own,0.11199999999999999,0.748,0.14,purchased kindle fire kindle mother wanted added perks fire music video etc far good like touch screen simplicity fire mastered yet far problems learning done far problem difference weight fire compared kindle wish fire little lighter like fact fire totally wireless plugs electrical outlet instead plug computer now husband wants one
215,B0051VVOB2,5,0,0,Great tablet have used for about week now and does everything need games music videos not mention screen looks good too,0.212,0.7879999999999999,0.0,great tablet used week everything need games music videos mention screen looks good
216,B0051VVOB2,5,0,0,great item for the price great item will shop for more meet what was looking for kids are happy thank you see you soon,0.319,0.6809999999999999,0.0,great item price great item shop meet looking kids happy thank see soon
217,B0083Q04IQ,5,0,0,purchased this for husband for Christmas have one They are great really hope likes,0.425,0.575,0.0,purchased husband christmas one they great really hope likes
218,B0051VVOB2,3,6,2,received Kindle Fire about weeks ago have yet access knew had built but really wasn sure how that worked don have wireless router home need somewhere set buy wireless router which expensive and has set the home which know nothing about very frustrated and had known what entailed get going might not have bought,0.0,0.888,0.11199999999999999,received kindle fire weeks ago yet access knew built really sure worked wireless router home need somewhere set buy wireless router expensive set home know nothing frustrated known entailed going might bought
219,B0051VVOB2,5,1,1,The kindle fire awesome This not iPad Don look iPad either and you will love made for amazon content you are not amazon user you should consider another tablet Seems well built and fairly durable enjoy using and the perfect size for tablet complaints The next should have removable storage card drive gigs not enough for personal content More was the device Mainly the lock screen should user choice Also would like able choose what apps are the main screen and what are the app menu external volume control would nice but not major issue Other then that you plan get any kindle device spend the money and get the fire Also has great price point,0.13,0.83,0.04,the kindle fire awesome this ipad don look ipad either love made amazon content amazon user consider another tablet seems well built fairly durable enjoy using perfect size tablet complaints the next removable storage card drive gigs enough personal content more device mainly lock screen user choice also like able choose apps main screen app menu external volume control nice major issue other plan kindle device spend money fire also great price point
220,B0083PWAPW,5,0,0,This second kindle fire got this one keep from using small one use read mostly don know how ipad works but for this heaven,0.11699999999999999,0.8390000000000001,0.045,this second kindle fire one keep using small one read mostly know ipad works heaven
