"product_id","star_rating","total_votes","helpful_votes","review_body","possentiment","neusentiment","negsentiment"
"B00BWYRF7E","5","0","0","I love my new kindle.  It's so easy to read books on and they only take seconds to download.  Since I got my Kindle, I hardly pick up my laptop because the Kindle can do nearly everything I need to plus it starts up really fast.  The battery life is pretty good but would probably be better if I turned off the wifi when reading.  Reading outdoors is okay but not great.  The device is lightweight and powerful.","0.214","0.736","0.05"
"B0083PWAPW","4","0","0","Xmas gift for my preteen and he loves it.  I do wish that I had more control with the parental controls on the computer.  always have to have the device to make changes.  Otherwise, fantastic buy!!","0.31","0.69","0.0"
"B00BWYQ9YE","2","1","1","Not what I expected, camera is not adjustable and you have to play with it.  If I had to do it again, I would not buy it and I want to send it back","0.117","0.883","0.0"
"B0083PWAPW","5","1","1","My fiance splurged this year for Valentine's Day and shocked me with a Kindle Fire. My jaw dropped to the floor, and let's just say I thouroughly thanked him. :-P I read nonstop, and am a fan of paperbacks, but now thanks to the Kindle Fire (and my sweetheart! &lt;3), I can easily multitask with thousands of books at my fingertips 24/7.  Easy to navigate, crisp and clean visuals, and great speakers. Fast connecting wifi, I browse Amazon and everything in between with ease, I blink and I'm there! Excellent for book lovers just like me...I'm tickled pink!","0.387","0.564","0.049"
"B0083PWAPW","5","1","1","This was given as a gift, great gift.  It does everything an I-pad does.  The screen looks better too, very vivid, very clear, pictures are beautiful.  Very easy to use.  Gave mini pads to 2 other in the family, wish I would have known about kindle before purchasing mini's.","0.404","0.596","0.0"
"B00BWYQ9YE","5","1","1","This was also a gift. person is very please with the Kindle. best gift a senior citizen can get thank you","0.519","0.481","0.0"
"B0051VVOB2","4","6","0","after buying my first e-book, after the download i started to read it, well so far 2 pages were missing. and that is unacceptable, Dean Koontz 77 shadow street","0.067","0.767","0.166"
"B0051VVOB2","5","2","1","Great for internet, games, reading, sharing books, and good price. Hours of fun and games are awesome. Grat XMAS present for anyone.","0.503","0.497","0.0"
"B0051VVOB2","5","1","1","I love the Kindle Fire.  I look at Netflix movies, post to Facebook, send & receive e-mail, browse, play games and  read a lot.  It is very user friendly.  Only thing to make it better would have been 3G.  Not sorry I got it in the least!  Portable and lightweight, perfect to pop in my purse.","0.282","0.681","0.037"
"B0083PWAPW","5","1","1","Love the  Kindle Fire.  Does everything I want and much more that I hope to learn about.  So enjoy reading on the Kindle.  Love the games and many of the apps.  Haven't tried a video yet or tv shows but I am looking forward to it.","0.221","0.744","0.035"
"B0083PWAPW","5","1","1","what a wonderful purchase! this is my 3rd kindle i have bought, the first 2 were for my grandaughters. when i saw what this tablet could do, i bought myself one. i use the kindle fire mostly for reading books and listening to music at pandora. i download apps, use google to pay bills or browse,but i especially love the camera, perfect pictures. also, the 3d is an added bonus. sooo happy, thank you amazon.  jackie","0.273","0.683","0.044"
"B00BWYQ9YE","5","0","0","My kids started with the original Kindle Fire when they first came out and have used them for reading, internet, watching movies, and playing games almost daily.  We love them and have decided to upgrade them to the HDX.  Awesome product!","0.245","0.708","0.047"
"B00BWYQ9YE","5","2","2","I've wanted a tablet for a while. I've also wanted to upgrade my Kindle Touch, which seemed very slow to me, response-wise. With iPad being pricey the kindle seemed like a natural choice. I considered getting the paperwhite, but thought a little extra would get me a lot more. I underestimated myself.<br /><br />As an e-reader this kindle does what you expect and more. I love that I can change the background color of what I'm reading (to black), allowing me to read at night in bed without disturbing my girlfriend with how bright the screen would be otherwise. I can easily change the size of the font when I'm getting tired. I also love how I can check my progress of the current chapter, as well as the entire book. The easily accessible menu options doesn't distract me from my spot while reading. The dictionary and X-Ray while reading is smooth and easy to navigate.<br /><br />I wanted to be able to write on my tablet. I found it was Bluetooth compatible with most keyboards out there. And you can snag a great one at a great price. Then came the writing programs itself. I'm still testing out Kingsoft Office, and am happy with it so far. As a word processor the Kindle Fire handles just as good as a laptop. I like that I can prop the Kindle wherever I need to (using the origami case) and have the keyboard on my lap or wherever is most comfortable.<br /><br />There are many apps not compatible with the HDX, yet are said to have worked with earlier versions. Yet there are hundreds of apps that will work. Guess it's just a waiting game. YouTube videos are great, clear. I may get a Netflix subscription to check out the power of the HDX. Screen mirroring doesn't work as well as I'd like (I have to download an app to connect with my Chromecast), but I'm still figuring things out.<br /><br />The web browser is great. Nothing mind blowing, but I didn't buy this to surf the web. The ease of navigation in the Amazon store (be it through the Amazon app or the Bookstore app) is supreme. Books and other items can easily be bought and books download immediately.<br /><br />I can't express my love for this tablet enough. It is definitely one of my favorite purchases in a long time. And the price just cannot be beat.me. Books and other items can easily be bought and books download immediately.<br /><br />I can't express my love for this tablet enough. It is definitely one of my favorite purchases in a long time. And the price just cannot be beat.","0.25","0.731","0.019"
"B0083Q04IQ","3","11","6","I bought this expecting it to have all the features mentioned in the new Kindle Fire releases since this was a revised version, but it does not. I plan to give this to my son, but wanted to time limit features that apparently only come on the Kindle Fire HD.","0.0","0.904","0.096"
"B0083PWAPW","4","0","0",",This device has excellent sound and the HD is amazing. Easy to use and lightweight. What surprised me the most was the fast web browsing, and the sensitivity of the screen. The problems with it are as follows, the auto complete feature is the same one that makes me want to strangle Apple, then some apps crash which can be fixed over time with updates so no problem there, but the last one may turn some away, sometimes when I plug it in it doesn't charge. It doesn't bother me, I just unplug it and replug it back in and it works fine, but I know someone will cry about it at so.","0.113","0.791","0.095"
"B00BWYQ9YE","5","0","0","I own and early version fire and bought this one for my wife.  I was so tempted to order myself one but then what do a I do with the first unit that still works flawlessly?  Sleek feel to it and the display is so much crisper than the original Fire -- which is still exceptional in its own light.","0.083","0.839","0.077"
"B0083Q04IQ","5","0","0","I love my new Kindle Fire. Ordering/shipping was a breeze and it is easy to use.  I would recommend for anyone that is wanting an affordable tablet.","0.3","0.625","0.075"
"B0051VVOB2","2","7","0","If you have parents who are accustomed to a computer and an iPad, they will have difficulty with the Kindle Fire. Me and my siblings are aways trying to get it to work properly. Sometimes it is tempermental and won't even log on! If it had cost more than $199 I would return it. I'll just get them the new iPad.","0.0","0.918","0.082"
"B00BWYQ9YE","5","0","0","Was looking for something different, people almost go for the brand. I love my kindle it has the best apps, the best books and the best of amazon! Keep up the good work!","0.458","0.542","0.0"
"B00BWYQ9YE","4","0","0","This was purchased as a gift for my wife. She loved how easy it was to transfer her books from her old kindle.","0.338","0.662","0.0"
"B0051VVOB2","5","7","3","Love this device...we use a stylus and it helps with speed...nook watch out...this device is a dream... Jeff is a genius... can't wait to see what's next...","0.236","0.764","0.0"
"B0051VVOB2","3","2","0","On a whim I picked up a Kindle Fire today from SAMS and it was pretty good up to the point of not having any native Safari Books Online application or solid browser support for the site.  I need a more flexible e-reader, looks like I'll be returning the unit at this point.  It's understandable that Amazon isn't keen about supporting more that a few competitive content providers/applications - however, not doing so is going to be a show stopper for many.  Nice but not good enough.","0.212","0.733","0.055"
"B0083PWAPW","5","0","0","I use it for class, my 3 year old uses it for games and educational purposes,  and my husband uses it to watch videos and play games.  It is used around the clock.","0.074","0.926","0.0"
"B0051VVOB2","3","6","1","The kindle fire is compact and dazzling but the size means you'll want to use it one handed.  It's TOO heavy for one handed use for very long.  The touch is perfect for one handed.  Feather light.  These purchases were for my wife so weight is important.  It's an ereader, not an iPad.  (Amazon states that about the Fire also).  The iPad is heaver but the size is ideal for 2 handed use or in a lap.  I hope Apple doesn't create a smaller iPad as I'm sure it would have the same problem.","0.185","0.72","0.095"
"B0051VVOB2","5","3","3","i received my Kindle Fire on March 7th, I love everything about it.  I also own a the Kindle 3g with the keyboard,  and was amazed how all of my books transferred over to my Kindle Fire.  i had no problems getting started and learning the FIRE.  i was able to go right to my emails, pandora, and other apps with no problems at all.  I sat my Kindle Fire down, and my husband picked it up to play with it. He was amazed to see everything that the Fire has to offer. I guess I will be ordering another Kindle Fire for him shortly.  I will never compare the Kindle Fire to a tablet or a notebook,  I use my Kindle Fire to READ and listen to pandora. My husband uses it to go online and search the web................WE LOVE IT!!!!","0.112","0.696","0.192"
"B00BWYRF7E","3","0","0","Hum...it worked all of two days and I was back to Best Buys to get kindle #4!! I love my Kindle but this is ridiculous! Four devices because they wouldn't charge...and Best Buys says ...&#34;oh well, you get what you pay for! I have the new HDX... We will see how long this one lasts!","0.226","0.7","0.074"
"B0051VVOB2","5","0","0","Bought this for grandaughter she has loved it. Play on it all the time. I plan on getting my other gradaughter one for her birthday.","0.223","0.777","0.0"
"B0083PWAPW","5","1","1","It is fast and covenant for my needs. There is much more for me to learn about it's use.  I have read more books in the last few months than I have in the last twenty years.  The Bible program is good although I am still learning how to use it properly.","0.057","0.943","0.0"
"B0051VVOB2","3","8","0","Kindle is not what you think the apps don't always work right and downloading it say cants display this  need to go throw Amazon to get download .  What did i get for a free one month from Amazon anyway ???  not bad display but you are confined to use amazon most of the time  well that's what you get for a cheap price !!!","0.19","0.81","0.0"
"B0083PWAPW","5","3","2","What difference the 7&#34; screen and the HD color makes! I liked my b/w Kindle but this one blows it away!","0.116","0.884","0.0"
"B0051VVOB2","5","4","2","I have a older Kindle and we fight for it at home so when the new one came out I knew I wanted it for my birthday but my husband had read a bad review online and wasn't so sure if he should get it for me but he saw how much I wanted it and got it for me last week. I love it, after turning 50 this year it was getting hard for me to read the older Kindle especially at night even with the light on the cover on, but the Fire is great, just bright enough but not too bright, I love the ability to download videos, the picture is so sharp, my husband was really impresssed! The sound is amazing and anytime I have been on the web it downloads the pages quickly with no problems. I think the negative reviews are coming from people expecting a tablet more than a deluxe ereader, I cannot find anything I am disappointed about, if you loved the old Kindle you really love this one!!","0.205","0.659","0.136"
"B00BWYQ9YE","5","2","2","I have had my Kindle for just a few days now, and I love it! I bought a Nook Color when they first came out and was still  using it every day. At that time Nook was walking all over Kindle. It seems that the Nook has not really gone anywhere since then. The Kindle Fire HDX on the other hand........ The Kindle is fast, has fantastic resolution, great sound, is easy to use, no problems. I got the 64Gb model and bought a keyboard cover with it. I have NO REGRETS!!! Be sure to take advantage of the FREE month of Amazon Prime! There are so many good things about the Kindle Fire HDX...great battery life, free apps, free books, the list goes on and on. I know that I sound like a comercial for the Kindle, but I'm not, I'm just a very satisfied customer.","0.19","0.74","0.07"
"B0083PWAPW","5","1","1","I am super delighted.  I ordered the Kindel Fire for the lighted screen.  I am amazed at every thing else it does.  Thank u.","0.412","0.511","0.077"
"B00BWYQ9YE","3","0","0","I've owned two other Kindles before and absolutely loved them.  This one disappoints me though.  I bought it at Best Buy and returned it about four weeks later because the screen dims even when it's on automatic brightness.  Very frustrating.  So they gave me another one and it does the same thing.  I even called and talked to a Kindle tech about the problem and she tried to help me but it's still doing the same thing.  Best Buy told me they wouldn't accept a return on the second one because it would be past the return date.  I'm very disappointed in the quality of this one compared to the Kindle Fire HD.","0.114","0.761","0.126"
"B0083PWAPW","4","0","0","So far I like my Kindle Fire HD 7&#34; but still need to learn all of its capabilities.  I have downloaded several free books, use the email but would rather type messages on my laptop.","0.167","0.789","0.045"
"B0083PWAPW","5","0","0","We bought this for my sons 5th birthday and it is awesome! He always played on his sisters so we decided to get him his own. He can use it really well and I absolutely love the parental controls!","0.291","0.709","0.0"
"B00BWYQ9YE","5","0","0","Better than I can  ever imagine  Absolutely fantastic  I  love the  deals it came  with  and  so much more  Thank You","0.489","0.511","0.0"
"B00BWYQ9YE","5","0","0","Mostly I use my kindle for audiobooks, so that I can use it while I'm sewing or walking on my treadmill.  I haven't had it very long, and I'm still learning about the various things I can do with it.  So far, I'm very pleased.","0.074","0.926","0.0"
"B0083Q04IQ","5","0","0","I really love my Kindle Fire. I find I actually read more on it than I used to read regular books, probably because of all the recommendations on the bottom of the screen. I like that it tailors the recommendations to the particular book I'm reading instead of just what's popular right now. My only real complaint is that the battery only lasts maybe three days if I'm just reading, say 2-3 hours a day, but I have to charge it daily if I get on the internet with it. Buyer beware, you can't just buy the Kindle Fire. You have to spend another $20ish on a screen protector like for a smart phone, plus a wall adapter charger or you're stuck with charging on a computer with a USB. I also opted to purchase a cover for it so it was a little more protected and I could read it propped up. So all in all I spent another $60 on the screen protector, the wall charger adapter, and the cover.","0.1","0.847","0.052"
"B00BWYQ9YE","3","0","0","I RETURNED IT.  I JUST WANTED A UPGRADE TO MY FIRST KINDLE.  I CAME HOME WITH A COMPUTOR.  I AM 74 YEARS OLD I ENJOY MY KINDLE JUST WANTED COLOR AND I LIKED THE DARK SCREEN WITH WHITE PRINT.  MY HUSBAND COULD READ IT.  BUT THE ALMOST $200 KINDLE WAS TO MUCH AND TO CONFUSING SORRY TELL YOUR SALES PEOPLE TO MAKE SURE ALL DISPLAY KINDLES ARE WORKING AND DON'T TRY TO UP-SELL EVERYONE YOU MAY LOSE THE SALE AND THE COSTOMER","0.1","0.778","0.122"
"B0083PWAPW","4","1","1","The Kindle is an awesome companion.  I take it with me when I'm meeting friends for lunch or dinner.  I'm usually on time, while my friends are usually running late.  I don't fidget or look anxious anymore while waiting for friends.  I just whip out my Kindle and start to read.<br /><br />The picture is crystal clear.  The color is dynamic.  The only reason I didn't give it 5 stars is because I think the Kindle is very user UNfriendly.  I don't think it's easy to figure out.  I recently took my Kindle on a business trip, and a nice lady I met provided me with a quick tutorial.<br /><br />Don't let that stop you.  You'll love your Kindle Fire.  I do!","0.208","0.72","0.072"
"B0083Q04IQ","5","0","0","I bought this for my sister who is 83.  It is lightweight, easy for her to hold.  She loves reading books on it, watching Netflix on it. It is great!","0.297","0.703","0.0"
"B0083Q04IQ","3","0","0","nice quality product, graphics, easy to used, nice sounds.<br />apps works nice, also the videos, but I can watch series, movies, cuz don´t work in my country, so too nice but not work it, on prime amazon.","0.309","0.691","0.0"
"B0083PWAPW","4","0","0","because i love the device but the camera is a mystery to me . you can only see one side so how do you aim . cant find instructions for the camera and the pics i did take are very grainy. however i love the device.","0.181","0.819","0.0"
"B00BWYQ9YE","4","1","0","SO VERY DISAPPOINTED..THE MAY DAY FEATURE DOES NOT WORK!!! THE AUDIO IS INEFFECTIVE!!<br />I WANT MAY DAY!!!!","0.167","0.833","0.0"
"B0083Q04IQ","5","0","0","I had an older version which I still enjoy.  My son has one now and is always on it.  We enjoy the books, movies and music and he enjoys the games.","0.272","0.728","0.0"
"B0083PWAPW","4","2","0","i really like this product. my only concern is that sometimes the screen is so small and when enlarged, too large. i probably would have liked the larger size better but for book reading , which is what i do most, the size and lighted screen are perfect.","0.213","0.787","0.0"
"B0051VVOB2","2","8","4","I unexpectedly received a Kindle Fire for Christmas! After several days of playing with it, there are four serious reservations I have:  1) It's slow, slow, slow. You never know if you pushed/did/whatever the right thing, because the response time is such an abomination.  2) market.android.com stuff, which is for Android devices, don't work on the Kindle Fire. Real BUMMER. I expected Android stuff to work.  3) Even a lot of Amazon's downloads get a \\""red X\\"" next to \\""Tom's Kindle\\"", indicating that a lot of stuff they're even offering doesn't work on my Kindle.  4) Their newsreader, Pulse, displays the first para or two of an article and then has a button to \\""go to original article\\"" for continued reading. Doesn't work, Period. You would think even their newsreader would work, wouldn't you? Of course, the NBC news widget at market.android.com won't download/install on this stupid Fire either, since it's not from Amazon.  I'm really disappointed. Lack of software. Lack of responsiveness. Great hardware, I suppose, but what can you do with it. They're going to have to go a long way to make this thing usable.","0.03","0.874","0.097"
"B0083PWAPW","5","2","2","I bought this as a birthday gift for my granddaughter and she loves it. She can listen to her music, connect to Facebook, etc.","0.248","0.752","0.0"
"B00BWYRF7E","5","2","2","I purchased the Kindle Fire HDX 7&#34; with 32GB as a replacement for my old Kindle, which had made its way into my son's bedroom, never to reappear (he is an avid reader). I did a LOT of research before I made my purchase and decided that this Kindle was the best fit for me. I was not disappointed!<br /><br />There are a few drawbacks:<br />1. No SD card slot so on-board memory is all you get. This isn't a problem for me, since I don't have a whole lot of apps and cloud storage is available. (LOVE the cloud storage!!)<br /><br />2. Google apps are not supported. Reportedly people have gotten them to work on their Kindle but I wasn't able to get them going. I adapted - I get my Gmail via browser and use an alternate mapping app.<br /><br />3. Battery life isn't quite what I'd like, but manageable.<br /><br />Now for the pros:<br />1. The size and weight is just right. It is comfortable to use - even hours on end like I do<br />2. Clear, sharp images. I was quite impressed by how good things look on the Kindle Fire<br />3. Cloud storage so if you get overloaded with apps or books, you can save them to the cloud for later retrieval<br />4. A wide variety of apps will run on the Kindle Fire, ranging from games to Office apps.<br /><br />Once I got the Kindle Fire, I realized that I'd underestimated how much I'd use it. I not only use it for reading (which I do a lot!), but I also have Skype on it, several games, and a bunch of work-related applications. I use it to do some work-related tasks when it's not convenient to be at my computer. With the apps I've collected, I can do all of my work - even work that requires VPN -  on the Kindle - it's that good!<br /><br />I'll admit that the Kindle Fire is not for everyone. If you are expecting a full-blown tablet, you may not like this. It's total overkill if all you want to do is read books. If you absolutely MUST have the SD card slot or MUST run Google apps, then you should look elsewhere. However, if you are looking to read books and also watch movies or tv, play a few games, and run a few apps, then the Kindle Fire is an excellent choice.ead books and also watch movies or tv, play a few games, and run a few apps, then the Kindle Fire is an excellent choice.","0.129","0.82","0.051"
"B0051VVOB2","5","0","0","I've used both the iPad and the Fire.  In my opinion, the Fire is not a direct competitor to the iPad.  The Fire lets me do what I want quickly and easily.  Great apps, email, browsing are all easily done.  I have read comments from some so-called \\""usability\\"" experts complaining about the size of the touch screen and fat fingering input.  Well, it's a 7 inch screen.  Smaller than the iPad...it will be more compact.  I wonder what qualifies one as a uasbility expert, anyway?<br /><br />That being said, the device won't please everyone.  If you are looking for a computer replacement, you will be disappointed.  So far, my books, magazines, movies, music and apps run well.  It has exceeded expectations.  Measure the device against intended use, and not wishful thinking.<br /><br />EDIT:  I want to make sure that I include my hands on experience with the Fire, as many of the negative reviews fail to do so.  I've owned Kindles in one form or another since version one.  This is a different machine altogether.  I use it every day for reading, videos, email, work and applications (mostly games).  I have not had any significant interface issues.  Yes, there are times that you need to press more than once on the touch screen.  But I've had this issue with other touch screen devices, and given some experience you learn how to touch the screen (firm press for about 2 seconds) to get it to work.  Browsing is more than adequate.  Is it comparable to my desktop computer?  No.  But I don't expect it to be.  However, it is sufficient to let me browse what I want, where I want, and when I want.  It is fast enough, and I have not had any issues with speed that I consider out of the ordinary.<br /><br />Now, for the button issues.  First, I am happy there is no volume button on the outside of the unit.  One less thing to hit and adjust while holding the Fire.  It is a simple screen touch to bring the volume up.  As for the power button, I've never hit it accidentally.  I don't know why this is an issue for some.  I handle my Fire in a case, and outside the case as well, and I have never turned off the Fire accidentally.<br /><br />The app store has all that I want.  I have side-loaded a few apps that I use on my Android phone to the Fire that aren't in the Kindle App store (Yahoo Fantasy Football, for example).  You can do that by saving the executable file to your computer and loading to the Fire.  There are instructions all over the net to do it. However, I find the selection of apps to be sufficient, and I have no issues with the store.  I understand Amazon's desire to limit the number of apps available and to have some control over their ecosystem.<br /><br />All in all, a fantastic product for me.  So much so that I'm giving my iPad 2 to my son.  Just don't need it anymore.<br /><br />PS...typed on my Fire.this is an issue for some.  I handle my Fire in a case, and outside the case as well, and I have never turned off the Fire accidentally.<br /><br />The app store has all that I want.  I have side-loaded a few apps that I use on my Android phone to the Fire that aren't in the Kindle App store (Yahoo Fantasy Football, for example).  You can do that by saving the executable file to your computer and loading to the Fire.  There are instructions all over the net to do it. However, I find the selection of apps to be sufficient, and I have no issues with the store.  I understand Amazon's desire to limit the number of apps available and to have some control over their ecosystem.<br /><br />All in all, a fantastic product for me.  So much so that I'm giving my iPad 2 to my son.  Just don't need it anymore.<br /><br />PS...typed on my Fire.","0.086","0.831","0.083"
"B0051VVOB2","4","1","1","I gave my husband this item for his birthday and he really likes it.  He couldn't wait to play with it and has already downloaded a book.  I have the Nook and am considering switching to the Kindle.","0.081","0.865","0.053"
"B0083PWAPW","5","0","0","This tablet has been easy to use and it provides all of the features I needed, including a reader for books available at my local library.","0.112","0.888","0.0"
"B0083PWAPW","5","1","1","A great bargin Kindle Fire . I can do so much more with no restriction buying power.  Amazon Prime makes it happen.","0.214","0.518","0.268"
"B0051VVOB2","5","1","1","This one of the best buy's that I have made. After checking out the other books<br />on the market this one beats them all. Guess I mite upgrade some day but not very soon. Amazon had the best prices and there was no state sales taxes to be paid.","0.149","0.764","0.087"
"B00BWYQ9YE","2","2","0","I do like the Kindle Fire HDX, it is so lightweight and the display is beautiful.  The battery, however, is terrible.  I get only 4 hours of battery life before it needs to be recharged.  I purchased this Kindle in Janaury 2014, now in August 2014 it died on me.  It shut off while I was using it and now it won't charge.  This should be covered under the 12-month warranty, but Amazon doesn't provide a phone number for making arrangements for repair or replacement.  Not sure if I will purchase another Kindle since there is absolutely no customer service.","0.06","0.813","0.126"
"B00BWYQ9YE","3","0","0","The Kindle Fire HDX 7&#34; was a replacement for a Kindle Fire I left on an airplane.  I use my Kindle strictly for reading and all my granddaughter to play games on it.  The first Kindle Fire had a light that gave you the status of battery charge, the Kindle Fire HDX does not.  The older Kindle seemed easier to navigate and the slightly smaller size made it easier to hold while reading.  I wish I still had my Kindle Fire.","0.122","0.741","0.137"
"B00BWYRF7E","5","0","0","I had the original which was in black and white and only used for a reader. This Kindle is awesome. Easy to use straight out of the box, good sound, fast and the picture is stunning. Reading is very easy and navigating is so easy. Mayday....is one of the best features of this generation of Kindle HDX. You need help they are right there, polite and helpful. Video's etc. are amazing. I keep showing my husband how pretty and clear the picture is...he is very impressed.  You can find a book...choose it and instantly it is in your inventory and ready to ready. The price is so reasonable as well. Buy one you will wonder how you lived without one!","0.353","0.647","0.0"
"B0051VVOB2","4","3","2","My college-aged daughter loves it, uses it for both reading and internet.  Battery life is very good, does movies, FB etc.  Very responsive. IMO, all these tablets/iPads etc. are for casual / social activity.  Don't expect to do serious typing like on a laptop, and who wants to plug in a separate keyboard.  Hunt and peck on a virtual keyboard is a pain for me (though it's as easy as any other tablet). Some have complained that there is no volume control 'button'.  To me this is an asset.  My 'nandroid' (Nook Color running Android OS) has volume button and I keep hitting it while holding the tablet.  I;d prefer having it as a software control.  I do wish there was an way to print from these devices directly (none are really set up for it).  And I really think a camera should have been part of it.  Not because I'd use the camera all that much, but capturing those barcodes/boxes to make 'shopping' easier should have been a no-brainer for Amazon since internet sales is the real driving force for Amazon's entry.  Steve Jobs may have thought the 7\\"" was too big to compete against Smartphones and too small to compete with the larger iPad, but most people who have used these love the extra 'portability' and the ability to show off their images at a decent size.  Just stick the Fire in your cargo pants and off you go!  Interestingly, now that Jobs is gone and Amazon has sold a million of them every week for over a month, Apple has hinted they'll come out with one after all... around summertime.  Boy, that didn't take long!","0.123","0.843","0.034"
"B0051VVOB2","3","3","1","I loved this product and functionality,I got what I expected. But for some reason it doesn't connect wifi equipment from Netgear.... Which is really frustraiting. It connects with all wifi but netgear...  Thanks","0.178","0.822","0.0"
"B0051VVOB2","5","3","2","Best purchase I made from Amazon last year.  I've read five books since Christmas, and can't believe how easy it is.  And the apps are fantastic...  '","0.195","0.726","0.079"
"B00BWYQ9YE","5","0","0","I bought this as a Christmas Gift. You just can't beat the price on this Tablet !  What a Great Deal !  Thanks !","0.418","0.582","0.0"
"B0051VVOB2","1","14","3","The Kindle Fire is terrrible! Have been a very loyal Kindle customer since it first came out, bought one of the first ones. It started going and purchased the Fire. It is a terrible product. It is not intuitive at all. Tried to use the Fire for a while, but have not been able to get use out of it. The only thing it is good for is reading in bed, that is it. Was so disappointed that had to purchase the standard Kindle reader again. That works fine. Contacted customer service to see if they would work through a return of this terrible product and they are stead fast on buyer beware beyond 30 days. They will take a return and say you can get a tradein credit up to 80%, but it could be 20%. You just have to send it in and trust they would do the right thing. Based on experience with them, I would not trust them. We have purchased thousands of dollars of e-books through the years from Amazon for the Kindle and to be treated like this is terrible. I would highly recomend going to a place like Barnes & Noble where you can see and touch and use the product and go into the store if you have a problem. We have never had a return problem like this with Barnes & Noble. I cannot believe this is a policy that the CEO would endorse and would want to do to a loyal customer.","0.171","0.732","0.097"
"B0083PWAPW","5","1","1","i really enjoy using my kindle instead of being tied to my laptop. Its has great features and excellent graphics.  My son was so impressed he asked for one with 32GB for Christmas.","0.353","0.647","0.0"
"B0051VVOB2","1","17","3","1)  If you receive your Kindle as a gift, you may be in for trouble as it will be registered to the gift giver, not to you. That is what happened to me.  There was no warning in my box and, of course, the buyer never should have been able to click that final button to send it to me because Amazon knew I could not possible use the Kindle. How stupid!  If you get the Kindle as a gift, you will need to contact the gift giver and have them \\""de-register\\"" and then you will be able to register.  2)  I finally was able to register but now the Kindle is unable to \\""contact the registration server\\"" and the Kindle is totally non-functional.  Tech support says they will get back to me within two days and that they are experiencing many problems.  Be prepared for intense frustration.","0.126","0.782","0.092"
"B00BWYQ9YE","4","2","2","Love this thing. Bought one to see if I would like it and about 9 months later my wife took it on a trip and it broke. We realized we almost couldn't live without it. It's a nice device to just watch something from bed, or for my wife to do Amazon shopping. We also took it on our trip to Virginia beach- the flight was 3 1/2 hours; but I loaded a few hours worth of StarTrek and Fringe shows and those few hours went so fast! Also used it in the hotel with the pre-loaded shows. (Hotel wifi sucks!) Very happy with it. A calculator app would be nice though, and the Browser experience could use work. But if you use it to read and watch TV/movies/shows/shop, it's perfect! (Giving a 4 because of the app experience on the rest of the device... it's basically a 5 star for our uses though, and I'd give it a 4.5 star if I could.","0.117","0.844","0.039"
"B0051VVOB2","4","0","0","To be perfect, Kindle only need to add a microphone and you got all in one!!! I got my Kindle Fire this Christmas and I simply love it.","0.265","0.663","0.072"
"B00BWYRF7E","4","1","1","Easy to use. Long lasting charge. Great picture quality. Camera is adequate. Would love for more apps to be available. Overall great product though! Recommend it!!","0.507","0.493","0.0"
"B0083PWAPW","4","0","0","I am not a geek, so I am going to keep this simple.  The resolution of the Kindle HD is fabulous!  And I like all of the features after having used a Kindle White paper for 5 years.  But frankly, I wish I had bought the 8.9\\"".  I use this for email, Facebook, games and sometimes taking notes during meetings.  The 7\\"" is just a tad small for my purposes.<br /><br />Several users commented about the ads.  The ads at the bottom are so unobtrusive that it's not a problem.  However, the games made for Kindle Fire have 30 second \\""commercials\\"" running through them and THAT is annoying.  I would gladly pay for the app to eliminate the commercial, but that's not an option.","0.09","0.869","0.04"
"B0083PWAPW","5","1","1","It is a bit different than my other kindle fire, but it is very convenient.  I mostly use it to read books.  I use the kindle daily deals and also bookbub.com to buy discount of free books.","0.117","0.839","0.045"
"B0083PWAPW","3","0","0","It's hard for me to figure out and use. Maybe I'm too old for this kind of thing. Wish I had just got the regular Kindle for books.","0.093","0.859","0.048"
"B0051VVOB2","5","4","3","I love it!! It does everything I was expecting it to do.  It isn't an IPAD, if I had wanted an IPAD I would have bought an IPAD. My books are in vibrant color the video streaming is great.  I just downloaded Bon Apetit magazine and was very impressed with the pages and it looks just like the magazine is in my hand except magazines won't get piled up around the house.  The only draw back that I have is I wish it had 3G like my regular Kindle.  I want to be able to buy a book anywhere I'm at without having to hook up to someone else's or even my own wireless connection.","0.223","0.777","0.0"
"B0051VVOB2","5","0","0","My husband is an avid reader and this was the perfect gift for him.  He has bad eyesight and you can change the font size and there is a light.  He can reader with the bedroom lights out.  He downloads hundreds of books so he does not have to go anywhere to get more material.  He loves it....","0.187","0.762","0.051"
"B0051VVOB2","5","7","3","a very responsive and excellent item, I love the apps, and it also provide with free apps everyday, which usually costs between 1$ to 5$.","0.429","0.571","0.0"
"B00BWYQ9YE","4","0","0","Expectations met, but not noticeably better than the HD.  Little faster, screen is nicer, device is thinner, speakers not as good.  But i completely enjoy it. Great product, recommend these to everyone i can.","0.357","0.519","0.124"
